event_ID,event_year,event_time,event_state,latitude,longitude,phase_group,far_part,crew_cat,crew_age,crew_sex,med_certf,total_fatal,probable_cause,acft_make,acft_model,wx_cond,wind_speed,visibility,temperature
20170624X85327,2017,2300,AZ,365448N,1112722W,402,135,CPLT,27,M,CL2,0,Aircraft-Aircraft power plant-Engine controls-Power lever-Failure - C,CESSNA,U206F,VMC,6,10,102
20170625X04604,2017,1738,GA,333858N,0842455W,551,121,CPLT,29,F,CL1,0,Personnel issues-Action/decision-Action-Incorrect action sequence-Flight crew,AIRBUS,A321,VMC,19,10,84
20170626X91152,2017,1141,ME,044414N,0684918W,509,135,PLT,65,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Climb capability-Capability exceeded - C,CESSNA,207,VMC,8,10,64
20170703X71412,2017,230,IL,415838N,0875354W,250,121,CPLT,51,,CL1,0,Environmental issues-Operating environment-Air traffic/operating proc-Traffic congestion-Effect on operation - F,AIRBUS,A321 231,VMC,5,6,0
20170704X05501,2017,2315,TX,302335N,1034013W,350,135,PLT,56,M,CL2,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Capability exceeded - C,CESSNA,208B,VMC,9,10,68
20170704X12341,2017,206,TX,314844N,1062258W,401,135,PLT,41,M,CL1,0,Aircraft-Aircraft power plant-Engine (reciprocating)-(general)-Related operating info - C,BEECH,A36,VMC,10,10,97
20170712X12448,2017,1919,CO,395142N,1044023W,253,121,,,,,0,Aircraft-Aircraft power plant-Engine bleed air system-(general)-Inadequate inspection,BOMBARDIER INC,CL 600 2C10,Unk,,,0
20170713X95436,2017,30,AK,633515N,1475919W,550,135,PLT,73,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,PIPER,PA 18,VMC,9,10,72
20170720X54038,2017,410,,363756N,1402238E,404,121,,,,,0,,BOEING,787-9,,,,0
20170721X11429,2017,2120,NY,040443N,0735822W,300,135,PLT,51,M,CL1,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Choppy surface-Effect on operation - C,CESSNA,208,VMC,5,10,88
20170721X61556,2017,345,MN,445255N,0931318W,404,121,CPLT,28,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,EMBRAER S A,ERJ170-200LR,IMC,,,0
20170723X91236,2017,1135,MA,412142N,0703124W,300,135,PLT,63,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate - C,CIRRUS DESIGN CORP,SR22,VMC,6,6,72
20170724X13001,2017,2145,AK,006882N,1453314W,301,135,PLT,71,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,A185,VMC,10,10,68
20170727X15642,2017,1723,AK,602217N,1541432W,100,135,PLT,22,M,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,CESSNA,U206,IMC,,15,57
20170731X51742,2017,1800,,182640N,0643230W,301,135,,,,,0,,CESSNA,402,,,,0
20170809X24243,2017,2241,,,,300,121,,,,,0,,BOEING,747-87UF,,,,0
20170811X82154,2017,935,,,,400,121,,,,,0,,BOEING,787-9,,,,0
20170813X71654,2017,1835,NY,004117N,0714130W,404,121,CPLT,58,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,330,IMC,,,0
20170814X31931,2017,1320,,,,350,121,,,,,0,,BOEING,767 332,,,,0
20170815X40531,2017,1433,AK,058211N,1344128W,508,135,PASS,,,,0,Aircraft-Aircraft systems-Fuel system-Fuel distribution-Unknown/Not determined,CESSNA,T207,VMC,3,10,52
20170816X35104,2017,2315,NY,403852N,0734556W,251,121,CPLT,41,M,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot - C,BOEING,737 832,VMC,4,,0
20170824X42626,2017,2221,TN,035360N,0885456W,402,121,CPLT,26,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOMBARDIER INC,CL 600 2C10,IMC,,,0
20170828X92641,2017,200,CA,372143N,1215536W,552,135,CPLT,49,M,CL1,0,Aircraft-Fluids/misc hardware-Misc hardware-Fasteners-Incorrect service/maintenance,CESSNA,560XL,VMC,11,10,79
20170907X51721,2017,2300,AK,064195N,1412511W,300,135,PLT,59,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Sign/marker-Effect on operation - C,CESSNA,U206,VMC,,10,57
20170907X71900,2017,719,NV,003652N,0115913W,300,121,,,,,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel injector nozzle-Incorrect service/maintenance - C,BOEING,757 232,VMC,,,0
20170911X34051,2017,2031,TX,314826N,1062235W,500,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel - C,MCDONNELL DOUGLAS,MD 90-30,VMC,,,0
20170911X41601,2017,1930,AK,672111N,1602938W,550,135,PLT,29,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,PIPER,PA 12,VMC,3,10,50
20170913X72254,2017,2010,CA,003300N,0011800W,251,121,CPLT,,,,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew - C,BOEING,737-924ER,VMC,,10,0
20170914X93121,2017,245,CO,402615N,0104380W,150,135,CPLT,23,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Light condition-Dark-Effect on personnel - C,EMBRAER,EMB 120ER,VMC,3,10,75
20170916X21511,2017,2130,AZ,345057N,1114726W,250,135,PLT,30,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Pole-Contributed to outcome,CESSNA,208B,VMC,9,10,84
20170920X64035,2017,1945,NC,035748N,0803336W,253,121,CPLT,,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Ground crew - C,BOMBARDIER INC,CL 600 2B19,VMC,18,10,81
20170925X23622,2017,,,013428N,0592934W,551,121,,,,,0,,AIRBUS,A321 231,VMC,12,,82
20171002X95003,2017,1450,VA,038540N,0007720W,253,121,CPLT,57,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot - C,BOEING,737 823,VMC,,10,0
20171003X23920,2017,1340,IL,414711N,0874443W,100,121,,,,,0,Aircraft-Aircraft handling/service-Loading-(general)-Not serviced/maintained - C,BOEING,737 7H4,VMC,9,10,68
20171005X44145,2017,2100,IA,422959N,0962515W,402,121,,,,,0,Personnel issues-Task performance-(general)-(general)-Cabin crew - C,BOEING,737-8H4,Unk,,,0
20171005X94851,2017,1808,,001574N,1454334E,300,135,PLT,43,M,CL1,0,"Aircraft-Aircraft systems-Hydraulic power system-Hydraulic, main system-Failure - C",PIPER,PA 31,VMC,6,10,81
20171018X84140,2017,1945,FL,027457N,0823911W,401,135,PLT,36,M,CL1,0,Aircraft-Fluids/misc hardware-Fluids-Fuel-Fluid management,CESSNA,402,VMC,19,10,81
20171019X81053,2017,1013,,,,350,121,,,,,0,,BOEING,767 424ER,,,,0
20171022X15558,2017,1330,AK,061104N,0015007W,100,135,PLT,57,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Configuration-Incorrect use/operation - C,RAYTHEON AIRCRAFT COMPANY,B200,VMC,7,10,23
20171108X55532,2017,2245,WA,473636N,1221950W,500,121,,,,,0,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Not serviced/maintained,AIRBUS,A330-243,VMC,,,0
20171123X23401,2017,2345,ME,464120N,0068241W,350,135,PLT,52,M,CL2,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel controlling system-Damaged/degraded - C,CESSNA,421,IMC,3,5,34
20171201X14308,2017,1606,GA,333812N,0842540W,502,121,CPLT,43,M,CL1,0,Personnel issues-Action/decision-Action-Delayed action-Copilot,BOEING,737-932ER,IMC,5,,55
20171201X35829,2017,400,,055850N,0075256W,404,121,,,,,0,,BOEING,757 224,,,,0
20171211X60452,2017,1630,MI,453915N,0843050W,551,135,PLT,28,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent rate-Not attained/maintained - C,PIPER,PA 32,VMC,28,10,36
20171212X00211,2017,1235,MI,421245N,0832112W,150,121,,,,,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Flight crew - C,MCDONNELL DOUGLAS AIRCRAFT CO,MD 88,VMC,14,8,23
20171212X50255,2017,2325,FL,254736N,0801726W,253,121,CPLT,53,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Flight crew - C,AIRBUS,A319 115,VMC,7,10,77
20171215X93022,2017,2223,AK,595232N,0163105W,550,135,PLT,72,M,CL2,0,Environmental issues-Conditions/weather/phenomena-Light condition-Glare-Effect on personnel - C,PIPER,PA 32R,VMC,9,10,14
20171219X90251,2017,545,MO,384432N,0902157W,404,121,CPLT,24,,CL1,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Flight crew - C,EMBRAER S A,ERJ170-200LR,IMC,,10,-54
20171220X52223,2017,307,FL,026421N,0080910W,404,121,CPLT,28,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,A321 231,IMC,,,0
20171226X41907,2017,2121,AK,604835N,0161510W,350,121,CPLT,31,,CL1,0,Aircraft-Aircraft structures-Fuselage-Seat/cargo attach fitting-Failure - C,MCDONNELL DOUGLAS,DC 9 33F,VMC,15,,39
20180102X34923,2017,208,OR,042250N,1224437W,500,121,,,,,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-ATC personnel - C,BOMBARDIER INC,CL600 2D24,IMC,,10,43
20180109X22437,2017,2030,CA,335642N,1182429W,100,121,CPLT,47,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Ground equipment-Contributed to outcome - F,BOEING,737 7H4,VMC,10,10,0
20180111X85842,2018,145,WY,413556N,0109350W,251,135,PLT,63,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,SWEARINGEN,SA227,VMC,21,10,27
20180116X12236,2017,240,WA,464434N,0011771W,551,121,CPLT,38,M,CL1,0,Environmental issues-Operating environment-Airport facilities/design-Airport lighting-Contributed to outcome - F,BOMBARDIER INC,DHC 8 402,IMC,10,5,39
20180206X80222,2018,442,,,,502,121,,,,,0,,BOEING,757 23A,,,,0
20180207X21243,2018,24,OH,041316N,0814054W,552,135,CPLT,23,,CL1,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Freezing rain/sleet-Effect on operation - C,RAYTHEON AIRCRAFT COMPANY,400A,IMC,22,4,28
20180212X74820,2018,2330,AK,642152N,1503214W,550,135,PLT,46,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,CESSNA,180,VMC,9,10,10
20180213X95634,2018,2302,HI,021194N,1575513W,404,121,CPLT,60,,CL1,0,Organizational issues-Support/oversight/monitoring-Oversight-Oversight of maintenance-Maintenance provider - C,BOEING,777 222,VMC,,,0
20180213X95840,2018,2200,,,,350,121,,,,,0,,Airbus,A330,,,,0
20180227X52436,2018,2120,AK,005874N,1523311W,550,135,PLT,56,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,DEHAVILLAND,BEAVER DHC 2,VMC,16,10,21
20180228X30813,2018,1858,MN,044535N,0931256W,404,121,CPLT,51,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,AIRBUS,A330 323,VMC,12,5,27
20180301X65123,2018,1245,MI,455234N,0843813W,508,135,PLT,28,,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Incorrect service/maintenance - C,PIPER,PA 28,VMC,9,10,27
20180319X41043,2018,1250,NE,403615N,0982535W,551,135,CPLT,31,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Attain/maintain not possible - C,BEECH,C99,VMC,21,10,43
20180322X70555,2018,,OF,072183N,1484741W,300,135,CPLT,28,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Person-Effect on operation - C,DEHAVILLAND,DHC 6 TWIN OTTER,VMC,12,9,-4
20180329X95659,2018,2120,AK,584047N,1563922W,551,135,PLT,31,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,BEECH,99,IMC,6,,32
20180411X94535,2018,1618,AK,702923N,1573017W,404,135,PLT,60,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Below VFR minima-Decision related to condition - C,CESSNA,208B,Unk,9,9,7
20180417X23642,2018,1503,PA,395219N,0751424W,401,121,,,,,1,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Fatigue/wear/corrosion,BOEING,737 7H4,VMC,,,0
20180419X80338,2018,2209,GA,333848N,0842627W,350,121,CPLT,,M,CL1,0,Aircraft-Aircraft power plant-Engine fuel and control-Eng fuel sys wiring-Design,AIRBUS,A330 323,VMC,15,10,81
20180420X04304,2018,2020,LA,311939N,0923243W,552,121,OTHR,,M,,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Failure - C,MCDONNELL DOUGLAS,DC 9 83(MD-83),VMC,5,10,64
20180423X40746,2018,400,,,,400,121,,,,,0,,AIRBUS,A319 115,,,,0
20180423X41903,2018,1659,,,,400,121,,,,,0,,EMBRAER S A,ERJ170-200LR,,,,0
20180424X33220,2018,1600,SD,431059N,1023336W,100,135,PLT,28,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Attain/maintain not possible - C,CESSNA,T303,IMC,11,6,36
20180503X92154,2018,1853,NY,403838N,0734655W,150,121,,,,,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot of other aircraft - C,BOMBARDIER INC,CL600 2D24,VMC,15,10,73
20180507X00658,2018,408,MD,391045N,0076402W,253,121,CABN,,,,0,Personnel issues-Action/decision-Action-Incorrect action performance-Ground crew - C,BOEING,737-8H4,VMC,,10,16
20180507X44134,2018,2140,,,,500,121,,,,,0,,BOEING,767 323,,,,0
20180509X25604,2018,330,SD,433455N,0964431W,250,135,PLT,57,M,CL2,0,Aircraft-Aircraft structures-Wing structure-Spar (on wing)-Fatigue/wear/corrosion,BEECH,1900C,VMC,15,10,68
20180509X84221,2018,2349,,,,401,121,,,,,0,,Boeing,767,,,,0
20180604X11559,2018,1900,AK,055131N,0132141W,552,135,PLT,43,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,DEHAVILLAND,BEAVER DHC 2,VMC,9,6,50
20180611X85348,2018,2043,TX,332029N,0973252W,500,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,777 223,Unk,,,0
20180613X62240,2018,1844,AZ,331537N,0112015W,100,121,CPLT,45,,CL2,0,Personnel issues-Task performance-(general)-(general)-Cabin crew - C,BOEING,737-8H4,Unk,,,0
20180614X22730,2018,2005,AK,611615N,0150338W,402,135,PLT,56,M,CL2,1,Personnel issues-Psychological-Attention/monitoring-Monitoring other aircraft-Pilot - C,CESSNA,207,VMC,5,10,55
20180614X24757,2018,1600,FL,026428N,0008093W,400,135,PLT,21,M,CL1,0,Aircraft-Aircraft power plant-Ignition system-Ignition power supply-Malfunction,Cessna,402,VMC,,10,84
20180618X30834,2018,1215,,452230N,0012694E,400,121,CPLT,57,M,CL1,0,Personnel issues-Task performance-(general)-(general)-Cabin crew - C,BOEING,787-9,Unk,,,0
20180618X32836,2018,2338,AK,067114N,1584743W,350,135,PLT,51,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Climb rate-Attain/maintain not possible - C,CESSNA,180K,VMC,12,10,46
20180618X41609,2018,1453,,352022N,0025113E,551,121,,,,,0,,BOEING,737 800,,,,0
20180626X21713,2018,1450,UT,404718N,1115840W,251,135,CPLT,57,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Brake-Incorrect use/operation,LEARJET INC,60,VMC,7,10,86
20180702X05713,2018,1751,MO,371444N,0932319W,300,121,,,,,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-ATC personnel - C,Embraer,EMB145,VMC,9,10,91
20180710X41746,2018,1223,IL,415827N,0875428W,100,135,PLT,26,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Ground vehicle-Effect on operation - C,Cessna,208,VMC,6,10,82
20180711X04255,2018,1635,AK,551527N,1323613W,402,135,PLT,71,M,CL2,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low visibility-Decision related to condition - C,De Havilland,DHC 3,IMC,13,5,57
20180712X94728,2018,2350,,,,402,121,,,,,0,,Airbus,A330,,,,0
20180719X32511,2018,300,AK,614356N,0150253W,100,135,PLT,24,M,CL1,1,Aircraft-Aircraft oper/perf/capability-Aircraft capability-CG/weight distribution-Capability exceeded,De Havilland,DHC-2,VMC,,10,72
20180719X63032,2018,1100,,,,402,121,,,,,0,,Boeing,737 300,,,,0
20180719X64035,2018,1646,,,,402,121,,,,,0,,Douglas,DC9,,,,0
20180725X32722,2018,1938,NC,351252N,0805650W,404,121,CPLT,43,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,Mcdonnell Douglas,MD88,VMC,,9,82
20180727X04921,2018,850,NH,043441N,0704924W,551,121,CPLT,24,M,CL1,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Flight crew,Boeing,767,VMC,,10,66
20180803X35058,2018,400,MT,484250N,1123220W,402,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Terrain induced turbulence-Effect on personnel,EMBRAER,ERJ175,Unk,,,0
20180805X60932,2018,153,AK,624725N,1511331W,400,135,PLT,58,M,CL2,5,Not determined-Not determined-(general)-(general)-Unknown/Not determined - C,De Havilland,DHC-2,VMC,6,10,72
20180806X53930,2018,1612,,,,552,135,,,,,0,,Boeing,737,,,,0
20180810X31115,2018,2015,AK,594445N,0154553W,350,135,PLT,60,M,CL2,0,Aircraft-Aircraft power plant-(general)-(general)-Failure,Cessna,207,VMC,10,10,55
20180813X11107,2018,50,PA,395658N,0751014W,508,135,CPLT,,M,UNK,0,Personnel issues-Action/decision-Action-Delayed action-Flight crew,Gulfstream,G IV,VMC,6,,0
20180816X11804,2018,109,AK,070755N,1433726W,250,135,PLT,24,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Crosswind correction-Not attained/maintained - C,Cessna,U206,VMC,35,10,46
20180816X12400,2018,2000,AK,006730N,1585436W,552,135,PLT,58,M,CL2,0,Environmental issues-Physical environment-Terrain-Sloped/uneven terrain-Effect on operation - C,Cessna,180,VMC,,10,48
20180816X41010,2018,1715,PA,395228N,0751433W,551,121,CPLT,49,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot - C,Boeing,757,VMC,5,10,21
20180828X64220,2018,1800,AK,594749N,0154747W,552,135,PLT,39,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Failure - C,Cessna,U206,VMC,,10,54
20180904X20845,2018,1800,,,,550,121,,,,,0,,Boeing,737,,,,0
20180905X90334,2018,1145,CA,335629N,1182430W,551,121,CPLT,45,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Landing flare-Not attained/maintained,AIRBUS,A321-271N,VMC,,10,70
20180907X10419,2018,1645,NY,403824N,0734643W,404,121,CPLT,,M,UNK,0,Personnel issues-Task performance-Use of equip/info-Aircraft control-Pilot - C,Boeing,757,Unk,,,0
20180913X21320,2018,332,GA,033451N,0842320W,350,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Design,Boeing,757,Unk,,,0
20180922X70352,2018,353,,,,550,121,,,,,0,,Boeing,747,,,,0
20180922X71035,2018,400,AZ,332626N,0111508W,500,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Wake turbulence-Effect on personnel - C,Boeing,737,VMC,,,0
20180925X01452,2018,1832,AK,062422N,0153115W,400,135,PLT,66,M,CL2,1,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Pilot - C,CESSNA,U206,VMC,10,7,43
20180927X41915,2018,1746,SC,345022N,0822055W,100,135,CPLT,66,M,CL2,2,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Not serviced/maintained - C,Dassault,FALCON 50,VMC,6,10,81
20181001X90405,2018,1700,TX,323238N,0097119W,100,121,CPLT,50,M,CL1,0,Personnel issues-Miscellaneous-(general)-(general)-Passenger - C,Airbus,A321,VMC,16,10,66
20181009X10416,2018,145,NJ,404133N,0074107W,100,121,CPLT,49,M,CL1,0,Personnel issues-Action/decision-Action-(general)-Ground crew - C,Boeing,757,Unk,,,0
20181010X84616,2018,2300,AK,634622N,0171445W,551,135,CPLT,60,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,Beech,1900,IMC,21,10,48
20181012X03918,2018,300,TN,036422N,0862415W,400,121,CABN,,,,0,Personnel issues-Task performance-(general)-(general)-Cabin crew - C,Boeing,737,Unk,6,10,73
20181012X11804,2018,1800,CA,037200N,0121540W,404,121,CPLT,40,,CL2,0,Personnel issues-Action/decision-Action-(general)-Passenger - C,Boeing,737,VMC,4,10,64
